real verb class vsense animrec animth defrec defth prorec proth accrec accth ldiff mod
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite definite pronom nonpro notgiven notgiven 1.3862944 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 1.6094379 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP show c show.c animate inanim definite definite pronom pronom given notgiven 2.3978953 switchboard
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 1.3862943 switchboard
PP sell t sell.t animate inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP deny p deny.p animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP deny p deny.p animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given notgiven 2.0794415 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
PP show c show.c animate inanim indef definite nonpro nonpro notgiven notgiven 0.2876821 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.0986123 switchboard
PP pay a pay.a inanim inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP show c show.c animate inanim definite definite pronom pronom given given 0 switchboard
PP give t give.t animate inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 1.5040774 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP show c show.c animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP teach c teach.c animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP show c show.c animate inanim definite indef pronom pronom given notgiven 2.4849066 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP tell c tell.c animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP tell c tell.c animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 2.0794415 switchboard
PP give t give.t animate inanim indef definite pronom pronom notgiven given -0.6931472 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 1.0986123 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP hand t hand.t animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
PP take t take.t animate animate definite definite nonpro pronom notgiven given -0.6931472 switchboard
PP take t take.t animate animate definite definite nonpro pronom notgiven given -0.6931472 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP tell c tell.c animate inanim definite definite pronom nonpro given given 1.3862944 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 1.6094379 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP pay a pay.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP do a do.a animate inanim definite indef nonpro nonpro notgiven notgiven 0 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 2.5649494 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 1.2527629 switchboard
NP sell t sell.t animate inanim definite indef nonpro nonpro given notgiven 0.6931472 switchboard
NP cause a cause.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP tell c tell.c animate inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
PP pay a pay.a animate inanim indef indef nonpro nonpro notgiven notgiven 0 switchboard
NP tell c tell.c animate inanim definite definite pronom nonpro given given 0 switchboard
PP offer f offer.f animate animate definite definite pronom pronom given given 1.0986123 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP send t send.t animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP send t send.t animate inanim definite indef pronom pronom given notgiven 1.0986123 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP send t send.t animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
PP send t send.t animate inanim definite definite pronom pronom given given 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP wish a wish.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP pay a pay.a inanim inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP allot a allot.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite definite nonpro nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.9459101 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 2.4849066 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.1972246 switchboard
PP tell c tell.c animate inanim indef definite pronom pronom notgiven given -1.3862944 switchboard
PP loan t loan.t animate inanim definite definite pronom pronom given given 0 switchboard
NP do a do.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP do a do.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite indef nonpro nonpro given notgiven -0.6931472 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
PP loan t loan.t animate inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP teach c teach.c animate inanim definite definite nonpro nonpro notgiven notgiven -1.0986123 switchboard
NP give a give.a animate inanim definite definite pronom pronom given given 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 2.8332133 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 1.0986123 switchboard
NP teach c teach.c animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
PP bring a bring.a animate inanim definite indef nonpro nonpro notgiven notgiven 0 switchboard
NP cost p cost.p animate inanim definite indef nonpro nonpro notgiven notgiven 0.9162907 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP cost p cost.p animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP send t send.t animate inanim definite indef pronom pronom given notgiven 2.0794415 switchboard
NP do a do.a animate inanim indef indef pronom nonpro notgiven notgiven 0.6931472 switchboard
PP bring t bring.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
PP sell t sell.t animate inanim indef definite pronom pronom notgiven given -1.2527629 switchboard
PP bring a bring.a inanim inanim definite indef nonpro nonpro given notgiven -0.6931472 switchboard
PP sell t sell.t animate inanim definite definite pronom nonpro notgiven given 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP offer a offer.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP show c show.c animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
PP pay a pay.a inanim inanim indef indef nonpro nonpro notgiven notgiven -0.6931472 switchboard
PP give t give.t animate animate definite definite nonpro pronom notgiven given -0.4054651 switchboard
PP send t send.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP send t send.t animate inanim definite definite pronom pronom given given 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP sell t sell.t animate inanim indef definite nonpro pronom notgiven given -1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP give t give.t animate inanim definite definite nonpro pronom notgiven given 0.6931472 switchboard
NP owe f owe.f animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP deny p deny.p animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given given 1.0986123 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP hand t hand.t animate inanim definite definite pronom nonpro given notgiven 1.7917595 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP offer f offer.f animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP send c send.c animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP write t write.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP sell t sell.t animate inanim indef definite nonpro pronom notgiven given -1.6094379 switchboard
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven given 0 switchboard
PP pay a pay.a inanim inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 1.0986123 switchboard
PP pay a pay.a inanim inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 switchboard
PP take t take.t inanim inanim indef definite nonpro pronom notgiven given 2.014903 switchboard
NP give t give.t animate inanim definite indef pronom nonpro notgiven notgiven 1.3862944 switchboard
NP give t give.t animate inanim definite indef pronom nonpro notgiven notgiven 1.9459101 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP offer a offer.a animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro notgiven notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
PP charge p charge.p inanim inanim definite definite nonpro pronom given notgiven -0.4054651 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 2.6390573 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 0 switchboard
PP pay a pay.a inanim inanim definite indef nonpro nonpro notgiven notgiven -1.3862944 switchboard
NP pay t pay.t animate inanim definite definite pronom pronom given given 1.7917595 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate animate definite definite pronom nonpro given given 0.6931472 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP give a give.a animate inanim definite indef nonpro pronom notgiven notgiven 0.4054651 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
PP serve t serve.t animate inanim indef indef pronom pronom notgiven notgiven 0 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 0 switchboard
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.0986123 switchboard
NP serve t serve.t animate inanim definite indef nonpro pronom notgiven notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP teach c teach.c animate inanim definite definite pronom pronom given notgiven 0.6931472 switchboard
PP give a give.a animate inanim definite definite nonpro pronom notgiven given 1.9459101 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 2.3025851 switchboard
PP send t send.t animate animate indef definite nonpro pronom notgiven given -0.6931471 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given given 0.6931472 switchboard
NP sell t sell.t animate inanim definite definite pronom nonpro given given 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP show c show.c animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.5649494 switchboard
NP do a do.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP sell t sell.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP sell t sell.t animate inanim definite indef pronom pronom given notgiven 0.6931472 switchboard
NP sell t sell.t animate inanim definite indef pronom pronom given notgiven 2.3978953 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
PP allot f allot.f inanim inanim definite indef nonpro nonpro notgiven notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 2.8332133 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 0 switchboard
PP write t write.t animate inanim definite indef nonpro nonpro given notgiven 0.6931472 switchboard
PP pay a pay.a inanim inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.3677248 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP pay a pay.a inanim inanim indef indef nonpro nonpro notgiven notgiven -0.4054651 switchboard
NP offer f offer.f animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP offer f offer.f animate inanim definite indef pronom nonpro notgiven notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef nonpro nonpro notgiven notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0.9808292 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 2.1972246 switchboard
NP cost p cost.p animate inanim definite indef nonpro nonpro notgiven notgiven 1.8718022 switchboard
NP cost p cost.p animate inanim definite indef nonpro nonpro notgiven notgiven 0.9162907 switchboard
NP send t send.t animate inanim definite indef pronom nonpro notgiven notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.4849066 switchboard
NP give a give.a animate inanim definite indef pronom nonpro notgiven notgiven 1.6094379 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim indef indef pronom nonpro notgiven notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given given 0.6931472 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.7917595 switchboard
NP hand t hand.t animate inanim definite indef pronom nonpro given given 0 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP tell c tell.c animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
NP tell c tell.c animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 0 switchboard
PP pay a pay.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 2.1972246 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 0 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.7917595 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 1.6094379 switchboard
PP write t write.t animate inanim definite indef nonpro nonpro given notgiven 0 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
PP hand t hand.t animate inanim indef definite pronom pronom notgiven given -0.4700036 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP wish a wish.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP show c show.c animate inanim definite indef pronom nonpro given notgiven 2.1972246 switchboard
PP send t send.t animate animate indef definite pronom pronom notgiven given 0 switchboard
NP teach c teach.c animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP teach c teach.c animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 0 switchboard
NP send t send.t animate inanim indef indef pronom nonpro notgiven notgiven 0 switchboard
NP give t give.t animate inanim indef indef nonpro nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP sell t sell.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim indef indef nonpro nonpro notgiven notgiven 1.3862944 switchboard
PP give a give.a animate inanim definite indef nonpro nonpro given notgiven 0.4054651 switchboard
PP give a give.a inanim inanim definite indef nonpro pronom given notgiven 1.8718022 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP deny p deny.p animate inanim indef definite nonpro nonpro notgiven notgiven 1.6094379 switchboard
NP cost p cost.p animate inanim definite indef nonpro nonpro notgiven notgiven 1.2527629 switchboard
NP give a give.a animate inanim definite indef nonpro pronom notgiven notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.3025851 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP show c show.c animate inanim definite definite pronom nonpro given notgiven 2.3025851 switchboard
NP serve t serve.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP take t take.t animate inanim definite definite nonpro pronom notgiven given 0 switchboard
NP sell t sell.t animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP cost p cost.p animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
PP give c give.c animate inanim definite indef nonpro nonpro notgiven notgiven 0 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP feed t feed.t animate inanim definite definite pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a inanim inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven 1.3862944 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP write t write.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.0986123 switchboard
NP tell c tell.c animate inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
PP sell t sell.t animate inanim definite definite pronom pronom given given 0 switchboard
PP sell t sell.t animate inanim definite definite pronom pronom given given 1.0986123 switchboard
PP read c read.c animate inanim definite definite nonpro nonpro notgiven given 1.3862943 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
PP send t send.t animate animate definite definite pronom pronom given given 2.7725887 switchboard
NP leave a leave.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 2.3025851 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP pay t pay.t animate inanim definite indef nonpro pronom notgiven notgiven -0.6931472 switchboard
NP tell c tell.c animate inanim definite definite nonpro nonpro notgiven notgiven 0.9162907 switchboard
PP take t take.t animate animate indef definite pronom nonpro notgiven notgiven 0.4054651 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven -0.6931472 switchboard
NP offer f offer.f animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 0 switchboard
PP take t take.t animate inanim indef definite nonpro pronom notgiven given -0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP teach c teach.c animate inanim definite indef nonpro pronom notgiven notgiven -1.0986123 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP serve t serve.t animate inanim indef definite nonpro pronom notgiven given 2.3025851 switchboard
PP offer f offer.f animate inanim definite definite pronom pronom given given 0 switchboard
